athlete_id,date,time_s,heart_rate_bpm,speed_kmh
A002,2026-11-09,632,173.0,11.53
A002,2026-11-09,633,173.0,10.98
A002,2026-11-09,634,172.0,10.87
A002,2026-11-09,635,175.0,10.66
A002,2026-11-09,636,174.0,11.3
A002,2026-11-09,637,174.0,9.42
A002,2026-11-09,638,176.0,11.14
A002,2026-11-09,639,177.0,9.77
A002,2026-11-09,640,177.0,10.06
A002,2026-11-09,641,177.0,10.77
A002,2026-11-09,642,176.0,11.22
A002,2026-11-09,643,175.0,9.82
A002,2026-11-09,644,175.0,10.25
A002,2026-11-09,645,176.0,10.65
A002,2026-11-09,646,177.0,10.52
A002,2026-11-09,647,176.0,11.18
A002,2026-11-09,648,178.0,12.77
A002,2026-11-09,649,176.0,10.99
A002,2026-11-09,650,175.0,10.34
A002,2026-11-09,651,180.0,10.04
A002,2026-11-09,652,178.0,10.66
A002,2026-11-09,653,177.0,10.33
A002,2026-11-09,654,177.0,11.21
A002,2026-11-09,655,180.0,11.23
A002,2026-11-09,656,182.0,10.72
A002,2026-11-09,657,179.0,12.22
A002,2026-11-09,658,180.0,10.62
A002,2026-11-09,659,182.0,11.03
A002,2026-11-09,660,177.0,11.52
A002,2026-11-09,661,185.0,11.7
A002,2026-11-09,662,186.0,11.97
A002,2026-11-09,663,176.0,11.49
A002,2026-11-09,664,181.0,11.9
A002,2026-11-09,665,180.0,10.9
A002,2026-11-09,666,181.0,11.88
A002,2026-11-09,667,181.0,11.9
A002,2026-11-09,668,184.0,12.29
A002,2026-11-09,669,182.0,10.42
A002,2026-11-09,670,181.0,10.9
A002,2026-11-09,671,182.0,11.97
A002,2026-11-09,672,184.0,9.91
A002,2026-11-09,673,181.0,11.82
A002,2026-11-09,674,180.0,12.19
A002,2026-11-09,675,187.0,11.23
A002,2026-11-09,676,182.0,11.35
A002,2026-11-09,677,183.0,10.98
A002,2026-11-09,678,183.0,11.34
A002,2026-11-09,679,185.0,11.38
A002,2026-11-09,680,188.0,11.29
A002,2026-11-09,681,185.0,11.28
A002,2026-11-09,682,181.0,11.58
A002,2026-11-09,683,182.0,11.59
A002,2026-11-09,684,184.0,12.9
A002,2026-11-09,685,184.0,11.56
A002,2026-11-09,686,181.0,12.02
A002,2026-11-09,687,187.0,11.49
A002,2026-11-09,688,183.0,11.49
A002,2026-11-09,689,188.0,10.84
A002,2026-11-09,690,189.0,10.94
A002,2026-11-09,691,185.0,11.17
A002,2026-11-09,692,186.0,12.02
A002,2026-11-09,693,183.0,12.56
A002,2026-11-09,694,187.0,10.86
A002,2026-11-09,695,185.0,11.61
A002,2026-11-09,696,184.0,11.13
A002,2026-11-09,697,185.0,11.8
A002,2026-11-09,698,185.0,12.61
A002,2026-11-09,699,185.0,11.71
A002,2026-11-09,700,188.0,11.95
A002,2026-11-09,701,184.0,12.86
A002,2026-11-09,702,190.0,12.26
A002,2026-11-09,703,183.0,11.54
A002,2026-11-09,704,189.0,12.09
A002,2026-11-09,705,184.0,11.5
A002,2026-11-09,706,186.0,12.25
A002,2026-11-09,707,185.0,12.31
A002,2026-11-09,708,185.0,11.18
A002,2026-11-09,709,188.0,12.1
A002,2026-11-09,710,189.0,11.93
A002,2026-11-09,711,188.0,12.32
A002,2026-11-09,712,185.0,12.49
A002,2026-11-09,713,186.0,12.27
A002,2026-11-09,714,184.0,11.8
A002,2026-11-09,715,184.0,12.53
A002,2026-11-09,716,184.0,11.44
A002,2026-11-09,717,185.0,11.16
A002,2026-11-09,718,186.0,10.03
A002,2026-11-09,719,182.0,11.89
A002,2026-11-09,720,186.0,11.43
A002,2026-11-09,721,189.0,12.15
A002,2026-11-09,722,188.0,10.72
A002,2026-11-09,723,184.0,11.5
A002,2026-11-09,724,182.0,12.16
A002,2026-11-09,725,186.0,11.24
A002,2026-11-09,726,180.0,12.09
A002,2026-11-09,727,187.0,11.49
A002,2026-11-09,728,184.0,11.79
A002,2026-11-09,729,188.0,12.15
A002,2026-11-09,730,181.0,12.35
A002,2026-11-09,731,186.0,11.81
A002,2026-11-09,732,184.0,11.25
A002,2026-11-09,733,184.0,11.44
A002,2026-11-09,734,181.0,12.07
A002,2026-11-09,735,185.0,11.06
A002,2026-11-09,736,185.0,11.54
A002,2026-11-09,737,187.0,11.39
A002,2026-11-09,738,186.0,11.54
A002,2026-11-09,739,182.0,10.97
A002,2026-11-09,740,181.0,10.44
A002,2026-11-09,741,180.0,11.83
A002,2026-11-09,742,186.0,12.07
A002,2026-11-09,743,181.0,10.39
A002,2026-11-09,744,185.0,11.66
A002,2026-11-09,745,183.0,12.06
A002,2026-11-09,746,183.0,11.74
A002,2026-11-09,747,181.0,11.1
A002,2026-11-09,748,183.0,10.75
A002,2026-11-09,749,181.0,11.34
A002,2026-11-09,750,181.0,11.4
A002,2026-11-09,751,182.0,11.28
A002,2026-11-09,752,181.0,11.08
A002,2026-11-09,753,179.0,10.51
A002,2026-11-09,754,182.0,11.38
A002,2026-11-09,755,180.0,11.37
A002,2026-11-09,756,181.0,11.18
A002,2026-11-09,757,179.0,11.09
A002,2026-11-09,758,177.0,11.99
A002,2026-11-09,759,183.0,10.58
A002,2026-11-09,760,182.0,11.68
A002,2026-11-09,761,181.0,10.44
A002,2026-11-09,762,178.0,11.51
A002,2026-11-09,763,178.0,11.55
A002,2026-11-09,764,181.0,10.59
A002,2026-11-09,765,177.0,11.73
A002,2026-11-09,766,176.0,10.98
A002,2026-11-09,767,181.0,10.13
A002,2026-11-09,768,177.0,10.39
A002,2026-11-09,769,180.0,11.26
A002,2026-11-09,770,174.0,11.1
A002,2026-11-09,771,177.0,9.87
A002,2026-11-09,772,180.0,10.38
A002,2026-11-09,773,176.0,10.55
A002,2026-11-09,774,175.0,10.08
A002,2026-11-09,775,173.0,11.76
A002,2026-11-09,776,177.0,10.45
A002,2026-11-09,777,173.0,10.23
A002,2026-11-09,778,175.0,10.95
A002,2026-11-09,779,172.0,9.97
A002,2026-11-09,780,177.0,10.76
A002,2026-11-09,781,176.0,9.12
A002,2026-11-09,782,174.0,9.8
A002,2026-11-09,783,171.0,10.67
A002,2026-11-09,784,176.0,10.94
A002,2026-11-09,785,172.0,9.5
A002,2026-11-09,786,170.0,9.39
A002,2026-11-09,787,169.0,10.23
A002,2026-11-09,788,171.0,9.47
A002,2026-11-09,789,169.0,9.65
A002,2026-11-09,790,170.0,10.3
A002,2026-11-09,791,173.0,9.41
A002,2026-11-09,792,170.0,8.52
A002,2026-11-09,793,172.0,8.88
A002,2026-11-09,794,169.0,9.63
A002,2026-11-09,795,171.0,8.47
A002,2026-11-09,796,174.0,9.37
A002,2026-11-09,797,169.0,8.68
A002,2026-11-09,798,171.0,10.47
A002,2026-11-09,799,167.0,10.75
A002,2026-11-09,800,172.0,8.78
A002,2026-11-09,801,168.0,9.53
A002,2026-11-09,802,171.0,8.77
A002,2026-11-09,803,169.0,9.13
A002,2026-11-09,804,170.0,10.36
A002,2026-11-09,805,170.0,8.97
A002,2026-11-09,806,167.0,9.04
A002,2026-11-09,807,170.0,8.62
A002,2026-11-09,808,166.0,9.84
A002,2026-11-09,809,169.0,7.17
A002,2026-11-09,810,167.0,8.83
A002,2026-11-09,811,168.0,9.04
A002,2026-11-09,812,166.0,8.64
A002,2026-11-09,813,167.0,9.53
A002,2026-11-09,814,164.0,9.7
A002,2026-11-09,815,167.0,8.11
A002,2026-11-09,816,166.0,10.19
A002,2026-11-09,817,165.0,8.05
A002,2026-11-09,818,166.0,9.65
A002,2026-11-09,819,166.0,8.95
A002,2026-11-09,820,164.0,8.53
A002,2026-11-09,821,165.0,8.57
A002,2026-11-09,822,163.0,8.77
A002,2026-11-09,823,170.0,8.89
A002,2026-11-09,824,167.0,8.2
A002,2026-11-09,825,166.0,8.59
A002,2026-11-09,826,167.0,8.25
A002,2026-11-09,827,161.0,7.96
A002,2026-11-09,828,160.0,8.18
A002,2026-11-09,829,164.0,7.97
A002,2026-11-09,830,162.0,8.39
A002,2026-11-09,831,164.0,8.89
A002,2026-11-09,832,165.0,8.69
A002,2026-11-09,833,166.0,9.78
A002,2026-11-09,834,162.0,7.26
A002,2026-11-09,835,165.0,8.86
A002,2026-11-09,836,164.0,8.57
A002,2026-11-09,837,165.0,9.04
A002,2026-11-09,838,163.0,8.97
A002,2026-11-09,839,167.0,8.44
A002,2026-11-09,840,164.0,8.63
A002,2026-11-09,841,167.0,8.08
A002,2026-11-09,842,162.0,8.88
A002,2026-11-09,843,165.0,7.38
A002,2026-11-09,844,163.0,8.97
A002,2026-11-09,845,163.0,8.49
A002,2026-11-09,846,165.0,8.21
A002,2026-11-09,847,163.0,8.36
A002,2026-11-09,848,158.0,8.4
A002,2026-11-09,849,157.0,9.28
A002,2026-11-09,850,166.0,10.44
A002,2026-11-09,851,166.0,9.24
A002,2026-11-09,852,167.0,8.17
A002,2026-11-09,853,164.0,8.89
A002,2026-11-09,854,161.0,8.92
A002,2026-11-09,855,163.0,7.96
A002,2026-11-09,856,164.0,7.77
A002,2026-11-09,857,162.0,8.5
A002,2026-11-09,858,167.0,9.03
A002,2026-11-09,859,168.0,7.58
A002,2026-11-09,860,165.0,8.13
A002,2026-11-09,861,164.0,8.91
A002,2026-11-09,862,161.0,8.61
A002,2026-11-09,863,167.0,9.44
A002,2026-11-09,864,164.0,7.76
A002,2026-11-09,865,164.0,10.03
A002,2026-11-09,866,165.0,7.71
A002,2026-11-09,867,163.0,7.43
A002,2026-11-09,868,165.0,8.63
A002,2026-11-09,869,162.0,8.0
A002,2026-11-09,870,167.0,8.68
A002,2026-11-09,871,165.0,8.68
A002,2026-11-09,872,167.0,8.62
A002,2026-11-09,873,165.0,8.25
A002,2026-11-09,874,165.0,9.04
A002,2026-11-09,875,163.0,8.61
A002,2026-11-09,876,167.0,9.48
A002,2026-11-09,877,164.0,8.74
A002,2026-11-09,878,165.0,8.29
A002,2026-11-09,879,166.0,7.88
A002,2026-11-09,880,166.0,8.82
A002,2026-11-09,881,163.0,8.18
A002,2026-11-09,882,166.0,8.16
A002,2026-11-09,883,168.0,9.31
A002,2026-11-09,884,166.0,7.96
A002,2026-11-09,885,167.0,9.9
A002,2026-11-09,886,168.0,9.18
A002,2026-11-09,887,167.0,9.08
A002,2026-11-09,888,166.0,8.52
A002,2026-11-09,889,168.0,9.63
A002,2026-11-09,890,170.0,9.2
A002,2026-11-09,891,166.0,8.82
A002,2026-11-09,892,168.0,9.38
A002,2026-11-09,893,166.0,8.29
A002,2026-11-09,894,171.0,8.35
A002,2026-11-09,895,169.0,8.69
A002,2026-11-09,896,168.0,9.61
A002,2026-11-09,897,170.0,9.43
A002,2026-11-09,898,167.0,10.09
A002,2026-11-09,899,168.0,8.95
A002,2026-11-09,900,167.0,9.88
A002,2026-11-09,901,168.0,9.5
A002,2026-11-09,902,173.0,9.04
A002,2026-11-09,903,169.0,9.88
A002,2026-11-09,904,172.0,9.64
A002,2026-11-09,905,170.0,9.34
A002,2026-11-09,906,173.0,9.78
A002,2026-11-09,907,170.0,9.71
A002,2026-11-09,908,172.0,9.74
A002,2026-11-09,909,172.0,9.62
A002,2026-11-09,910,177.0,9.12
A002,2026-11-09,911,174.0,9.99
A002,2026-11-09,912,172.0,9.5
A002,2026-11-09,913,175.0,9.41
A002,2026-11-09,914,178.0,9.91
A002,2026-11-09,915,171.0,10.54
A002,2026-11-09,916,172.0,10.25
A002,2026-11-09,917,174.0,9.86
A002,2026-11-09,918,174.0,9.87
A002,2026-11-09,919,174.0,10.63
A002,2026-11-09,920,172.0,8.85
A002,2026-11-09,921,178.0,10.81
A002,2026-11-09,922,173.0,9.25
A002,2026-11-09,923,175.0,9.56
A002,2026-11-09,924,178.0,10.14
A002,2026-11-09,925,176.0,11.79
A002,2026-11-09,926,175.0,11.53
A002,2026-11-09,927,174.0,10.99
A002,2026-11-09,928,177.0,10.81
A002,2026-11-09,929,176.0,9.52
A002,2026-11-09,930,178.0,10.77
A002,2026-11-09,931,175.0,10.38
A002,2026-11-09,932,180.0,10.26
A002,2026-11-09,933,179.0,10.88
A002,2026-11-09,934,179.0,10.54
A002,2026-11-09,935,182.0,11.38
A002,2026-11-09,936,178.0,9.74
A002,2026-11-09,937,178.0,10.98
A002,2026-11-09,938,178.0,10.44
A002,2026-11-09,939,179.0,10.76
A002,2026-11-09,940,180.0,11.22
A002,2026-11-09,941,178.0,10.4
A002,2026-11-09,942,176.0,11.21
A002,2026-11-09,943,179.0,11.02
A002,2026-11-09,944,182.0,10.78
A002,2026-11-09,945,181.0,10.93
A002,2026-11-09,946,184.0,11.15
A002,2026-11-09,947,185.0,10.81
A002,2026-11-09,948,183.0,11.31
A002,2026-11-09,949,185.0,11.17
A002,2026-11-09,950,184.0,11.0
A002,2026-11-09,951,186.0,12.35
A002,2026-11-09,952,186.0,11.67
A002,2026-11-09,953,184.0,11.22
A002,2026-11-09,954,184.0,11.57
A002,2026-11-09,955,183.0,10.89
A002,2026-11-09,956,183.0,11.27
A002,2026-11-09,957,183.0,11.37
A002,2026-11-09,958,185.0,10.84
A002,2026-11-09,959,182.0,11.84
A002,2026-11-09,960,183.0,11.33
A002,2026-11-09,961,179.0,11.44
A002,2026-11-09,962,187.0,11.34
A002,2026-11-09,963,184.0,13.48
A002,2026-11-09,964,185.0,11.33
A002,2026-11-09,965,187.0,10.5
A002,2026-11-09,966,185.0,10.8
A002,2026-11-09,967,188.0,12.24
A002,2026-11-09,968,182.0,12.6
A002,2026-11-09,969,190.0,11.41
A002,2026-11-09,970,187.0,12.6
A002,2026-11-09,971,186.0,12.3
A002,2026-11-09,972,188.0,11.75
A002,2026-11-09,973,183.0,11.73
A002,2026-11-09,974,185.0,12.0
A002,2026-11-09,975,188.0,12.44
A002,2026-11-09,976,182.0,12.16
A002,2026-11-09,977,187.0,11.53
A002,2026-11-09,978,187.0,11.84
A002,2026-11-09,979,190.0,13.14
A002,2026-11-09,980,183.0,12.11
A002,2026-11-09,981,189.0,12.49
A002,2026-11-09,982,185.0,12.3
A002,2026-11-09,983,185.0,12.15
A002,2026-11-09,984,184.0,12.05
A002,2026-11-09,985,184.0,12.53
A002,2026-11-09,986,187.0,12.43
A002,2026-11-09,987,184.0,12.16
A002,2026-11-09,988,188.0,11.58
A002,2026-11-09,989,185.0,12.23
A002,2026-11-09,990,184.0,11.96
A002,2026-11-09,991,185.0,11.81
A002,2026-11-09,992,187.0,13.6
A002,2026-11-09,993,186.0,11.07
A002,2026-11-09,994,186.0,12.57
A002,2026-11-09,995,187.0,11.47
A002,2026-11-09,996,188.0,12.06
A002,2026-11-09,997,185.0,13.52
A002,2026-11-09,998,184.0,11.39
A002,2026-11-09,999,186.0,11.53
A002,2026-11-09,1000,187.0,11.94
A002,2026-11-09,1001,183.0,11.44
A002,2026-11-09,1002,184.0,12.46
A002,2026-11-09,1003,184.0,11.6
A002,2026-11-09,1004,185.0,12.3
A002,2026-11-09,1005,184.0,11.1
A002,2026-11-09,1006,187.0,10.8
A002,2026-11-09,1007,182.0,11.73
A002,2026-11-09,1008,182.0,10.91
A002,2026-11-09,1009,184.0,12.75
A002,2026-11-09,1010,185.0,10.91
A002,2026-11-09,1011,182.0,11.18
A002,2026-11-09,1012,184.0,12.04
A002,2026-11-09,1013,184.0,11.42
A002,2026-11-09,1014,184.0,10.84
A002,2026-11-09,1015,185.0,12.95
A002,2026-11-09,1016,183.0,11.11
A002,2026-11-09,1017,187.0,11.57
A002,2026-11-09,1018,185.0,11.54
A002,2026-11-09,1019,182.0,12.07
A002,2026-11-09,1020,184.0,11.89
A002,2026-11-09,1021,184.0,11.09
A002,2026-11-09,1022,186.0,11.37
A002,2026-11-09,1023,182.0,11.4
A002,2026-11-09,1024,184.0,11.96
A002,2026-11-09,1025,183.0,10.78
A002,2026-11-09,1026,186.0,12.67
A002,2026-11-09,1027,185.0,10.97
A002,2026-11-09,1028,183.0,11.4
A002,2026-11-09,1029,182.0,10.68
A002,2026-11-09,1030,183.0,10.56
A002,2026-11-09,1031,181.0,10.79
A002,2026-11-09,1032,185.0,10.7
A002,2026-11-09,1033,181.0,11.0
A002,2026-11-09,1034,180.0,10.63
A002,2026-11-09,1035,180.0,11.6
A002,2026-11-09,1036,178.0,10.68
A002,2026-11-09,1037,182.0,10.58
A002,2026-11-09,1038,179.0,10.85
A002,2026-11-09,1039,182.0,11.64
A002,2026-11-09,1040,177.0,11.14
A002,2026-11-09,1041,180.0,10.92
A002,2026-11-09,1042,182.0,10.08
A002,2026-11-09,1043,175.0,10.22
A002,2026-11-09,1044,183.0,10.1
A002,2026-11-09,1045,178.0,11.62
A002,2026-11-09,1046,179.0,11.11
A002,2026-11-09,1047,179.0,10.24
A002,2026-11-09,1048,179.0,10.38
A002,2026-11-09,1049,178.0,10.19
A002,2026-11-09,1050,179.0,10.12
A002,2026-11-09,1051,178.0,10.88
A002,2026-11-09,1052,180.0,10.4
A002,2026-11-09,1053,178.0,11.78
A002,2026-11-09,1054,180.0,11.24
A002,2026-11-09,1055,178.0,11.24
A002,2026-11-09,1056,172.0,10.82
A002,2026-11-09,1057,181.0,10.12
A002,2026-11-09,1058,174.0,10.7
A002,2026-11-09,1059,178.0,10.09
A002,2026-11-09,1060,175.0,11.24
A002,2026-11-09,1061,177.0,10.46
A002,2026-11-09,1062,173.0,10.34
A002,2026-11-09,1063,175.0,10.22
A002,2026-11-09,1064,173.0,11.15
A002,2026-11-09,1065,177.0,9.21
A002,2026-11-09,1066,174.0,11.13
A002,2026-11-09,1067,175.0,9.88
A002,2026-11-09,1068,169.0,9.11
A002,2026-11-09,1069,172.0,9.46
A002,2026-11-09,1070,173.0,8.88
A002,2026-11-09,1071,173.0,10.23
A002,2026-11-09,1072,174.0,9.18
A002,2026-11-09,1073,171.0,9.86
A002,2026-11-09,1074,172.0,10.41
A002,2026-11-09,1075,174.0,9.28
A002,2026-11-09,1076,166.0,9.49
A002,2026-11-09,1077,172.0,8.83
A002,2026-11-09,1078,170.0,9.35
A002,2026-11-09,1079,168.0,11.09
A002,2026-11-09,1080,171.0,9.97
A002,2026-11-09,1081,172.0,9.31
A002,2026-11-09,1082,172.0,9.07
A002,2026-11-09,1083,169.0,9.38
A002,2026-11-09,1084,171.0,9.45
A002,2026-11-09,1085,171.0,9.09
A002,2026-11-09,1086,169.0,9.62
A002,2026-11-09,1087,167.0,8.7
A002,2026-11-09,1088,167.0,8.66
A002,2026-11-09,1089,170.0,9.43
A002,2026-11-09,1090,168.0,8.48
A002,2026-11-09,1091,166.0,9.58
A002,2026-11-09,1092,164.0,9.11
A002,2026-11-09,1093,169.0,7.99
A002,2026-11-09,1094,166.0,9.12
A002,2026-11-09,1095,168.0,8.02
A002,2026-11-09,1096,169.0,9.42
A002,2026-11-09,1097,164.0,8.83
A002,2026-11-09,1098,166.0,10.06
A002,2026-11-09,1099,166.0,9.57
A002,2026-11-09,1100,167.0,8.26
A002,2026-11-09,1101,168.0,7.66
A002,2026-11-09,1102,163.0,8.4
A002,2026-11-09,1103,167.0,8.09
A002,2026-11-09,1104,168.0,9.9
A002,2026-11-09,1105,165.0,8.78
A002,2026-11-09,1106,165.0,9.32
A002,2026-11-09,1107,166.0,8.57
A002,2026-11-09,1108,166.0,8.62
A002,2026-11-09,1109,166.0,8.68
A002,2026-11-09,1110,166.0,9.35
A002,2026-11-09,1111,163.0,8.86
A002,2026-11-09,1112,166.0,8.02
A002,2026-11-09,1113,167.0,9.61
A002,2026-11-09,1114,165.0,8.45
A002,2026-11-09,1115,161.0,8.34
A002,2026-11-09,1116,164.0,6.9
A002,2026-11-09,1117,164.0,8.96
A002,2026-11-09,1118,162.0,8.63
A002,2026-11-09,1119,163.0,8.62
A002,2026-11-09,1120,161.0,8.31
A002,2026-11-09,1121,165.0,8.2
A002,2026-11-09,1122,164.0,8.31
A002,2026-11-09,1123,160.0,8.81
A002,2026-11-09,1124,164.0,8.9
A002,2026-11-09,1125,164.0,8.38
A002,2026-11-09,1126,165.0,9.08
A002,2026-11-09,1127,163.0,8.46
A002,2026-11-09,1128,162.0,8.2
A002,2026-11-09,1129,162.0,8.62
A002,2026-11-09,1130,162.0,7.68
A002,2026-11-09,1131,164.0,8.64
A002,2026-11-09,1132,164.0,7.58
A002,2026-11-09,1133,163.0,7.89
A002,2026-11-09,1134,163.0,7.29
A002,2026-11-09,1135,163.0,8.4
A002,2026-11-09,1136,169.0,9.48
A002,2026-11-09,1137,162.0,8.45
A002,2026-11-09,1138,163.0,8.91
A002,2026-11-09,1139,170.0,9.94
A002,2026-11-09,1140,165.0,8.78
A002,2026-11-09,1141,161.0,8.08
A002,2026-11-09,1142,166.0,8.18
A002,2026-11-09,1143,162.0,8.56
A002,2026-11-09,1144,166.0,8.19
A002,2026-11-09,1145,164.0,8.25
A002,2026-11-09,1146,163.0,9.19
A002,2026-11-09,1147,167.0,9.23
A002,2026-11-09,1148,165.0,7.64
A002,2026-11-09,1149,166.0,8.15
A002,2026-11-09,1150,165.0,8.38
A002,2026-11-09,1151,164.0,9.03
A002,2026-11-09,1152,166.0,9.37
A002,2026-11-09,1153,167.0,10.33
A002,2026-11-09,1154,165.0,8.44
A002,2026-11-09,1155,169.0,8.49
A002,2026-11-09,1156,167.0,9.12
A002,2026-11-09,1157,166.0,8.38
A002,2026-11-09,1158,166.0,8.72
A002,2026-11-09,1159,166.0,8.58
A002,2026-11-09,1160,163.0,7.28
A002,2026-11-09,1161,166.0,8.95
A002,2026-11-09,1162,167.0,8.79
A002,2026-11-09,1163,165.0,9.69
A002,2026-11-09,1164,167.0,8.95
A002,2026-11-09,1165,167.0,8.22
A002,2026-11-09,1166,168.0,8.85
A002,2026-11-09,1167,168.0,7.78
A002,2026-11-09,1168,167.0,8.33
A002,2026-11-09,1169,165.0,9.47
A002,2026-11-09,1170,171.0,8.97
A002,2026-11-09,1171,167.0,9.7
A002,2026-11-09,1172,168.0,8.0
A002,2026-11-09,1173,167.0,9.06
A002,2026-11-09,1174,167.0,8.96
A002,2026-11-09,1175,172.0,9.85
A002,2026-11-09,1176,171.0,9.71
A002,2026-11-09,1177,170.0,9.72
A002,2026-11-09,1178,169.0,10.3
A002,2026-11-09,1179,171.0,9.18
A002,2026-11-09,1180,170.0,10.24
A002,2026-11-09,1181,169.0,8.85
A002,2026-11-09,1182,171.0,8.86
A002,2026-11-09,1183,169.0,10.0
A002,2026-11-09,1184,171.0,8.68
A002,2026-11-09,1185,171.0,9.96
A002,2026-11-09,1186,172.0,9.71
A002,2026-11-09,1187,170.0,10.33
A002,2026-11-09,1188,173.0,9.69
A002,2026-11-09,1189,170.0,9.8
A002,2026-11-09,1190,171.0,10.11
A002,2026-11-09,1191,171.0,9.44
A002,2026-11-09,1192,170.0,9.45
A002,2026-11-09,1193,175.0,10.2
A002,2026-11-09,1194,171.0,9.94
A002,2026-11-09,1195,172.0,9.75
A002,2026-11-09,1196,176.0,9.98
A002,2026-11-09,1197,173.0,11.03
A002,2026-11-09,1198,174.0,9.84
A002,2026-11-09,1199,172.0,9.86
A002,2026-11-09,1200,176.0,9.16
A002,2026-11-09,1201,176.0,10.2
A002,2026-11-09,1202,176.0,10.66
A002,2026-11-09,1203,176.0,10.8
A002,2026-11-09,1204,176.0,10.41
A002,2026-11-09,1205,175.0,10.95
A002,2026-11-09,1206,174.0,10.86
A002,2026-11-09,1207,179.0,11.12
A002,2026-11-09,1208,178.0,11.09
A002,2026-11-09,1209,175.0,11.48
A002,2026-11-09,1210,177.0,10.47
A002,2026-11-09,1211,177.0,9.81
A002,2026-11-09,1212,175.0,11.05
A002,2026-11-09,1213,178.0,11.15
A002,2026-11-09,1214,177.0,11.67
A002,2026-11-09,1215,176.0,11.53
A002,2026-11-09,1216,175.0,11.97
A002,2026-11-09,1217,175.0,11.21
A002,2026-11-09,1218,178.0,11.01
A002,2026-11-09,1219,179.0,10.08
A002,2026-11-09,1220,178.0,11.13
A002,2026-11-09,1221,181.0,10.65
A002,2026-11-09,1222,180.0,11.14
A002,2026-11-09,1223,181.0,11.08
A002,2026-11-09,1224,180.0,11.37
A002,2026-11-09,1225,179.0,11.06
A002,2026-11-09,1226,181.0,11.71
A002,2026-11-09,1227,178.0,9.55
A002,2026-11-09,1228,182.0,11.33
A002,2026-11-09,1229,179.0,11.97
A002,2026-11-09,1230,183.0,12.4
A002,2026-11-09,1231,181.0,11.75
A002,2026-11-09,1232,184.0,12.35
A002,2026-11-09,1233,180.0,11.47
A002,2026-11-09,1234,181.0,11.4
A002,2026-11-09,1235,183.0,11.75
A002,2026-11-09,1236,185.0,11.46
A002,2026-11-09,1237,186.0,11.02
A002,2026-11-09,1238,183.0,11.21
A002,2026-11-09,1239,187.0,10.87
A002,2026-11-09,1240,183.0,11.88
A002,2026-11-09,1241,186.0,11.6
A002,2026-11-09,1242,182.0,11.4
A002,2026-11-09,1243,185.0,11.3
A002,2026-11-09,1244,179.0,11.97
A002,2026-11-09,1245,182.0,12.15
A002,2026-11-09,1246,185.0,11.03
A002,2026-11-09,1247,182.0,10.96
A002,2026-11-09,1248,185.0,12.32
A002,2026-11-09,1249,186.0,10.94
A002,2026-11-09,1250,184.0,12.12
A002,2026-11-09,1251,183.0,12.78
A002,2026-11-09,1252,184.0,12.8
A002,2026-11-09,1253,183.0,12.28
A002,2026-11-09,1254,185.0,12.28
A002,2026-11-09,1255,185.0,13.22
A002,2026-11-09,1256,185.0,10.49
A002,2026-11-09,1257,189.0,11.62
A002,2026-11-09,1258,184.0,12.42
A002,2026-11-09,1259,188.0,11.72
A002,2026-11-09,1260,184.0,12.68
A002,2026-11-09,1261,186.0,11.92
A002,2026-11-09,1262,188.0,12.03
A002,2026-11-09,1263,188.0,11.8
A002,2026-11-09,1264,185.0,11.66
A002,2026-11-09,1265,187.0,11.65
A002,2026-11-09,1266,187.0,12.15
A002,2026-11-09,1267,185.0,11.52
A002,2026-11-09,1268,187.0,12.56
A002,2026-11-09,1269,190.0,12.39
A002,2026-11-09,1270,187.0,12.66
A002,2026-11-09,1271,187.0,11.32
A002,2026-11-09,1272,187.0,10.98
A002,2026-11-09,1273,183.0,12.0
A002,2026-11-09,1274,187.0,13.74
A002,2026-11-09,1275,184.0,12.76
A002,2026-11-09,1276,185.0,11.66
A002,2026-11-09,1277,190.0,12.25
A002,2026-11-09,1278,186.0,12.42
A002,2026-11-09,1279,184.0,11.16
A002,2026-11-09,1280,188.0,12.8
A002,2026-11-09,1281,184.0,11.87
A002,2026-11-09,1282,185.0,11.91
A002,2026-11-09,1283,188.0,11.97
A002,2026-11-09,1284,186.0,12.63
A002,2026-11-09,1285,183.0,11.48
A002,2026-11-09,1286,187.0,10.9
A002,2026-11-09,1287,185.0,12.1
A002,2026-11-09,1288,189.0,10.67
A002,2026-11-09,1289,184.0,11.7
A002,2026-11-09,1290,187.0,12.58
A002,2026-11-09,1291,189.0,12.2
A002,2026-11-09,1292,183.0,12.46
A002,2026-11-09,1293,185.0,12.19
A002,2026-11-09,1294,186.0,13.25
A002,2026-11-09,1295,183.0,11.43
A002,2026-11-09,1296,185.0,12.0
A002,2026-11-09,1297,184.0,11.48
A002,2026-11-09,1298,184.0,12.3
A002,2026-11-09,1299,184.0,11.66
A002,2026-11-09,1300,184.0,12.71
A002,2026-11-09,1301,184.0,11.34
A002,2026-11-09,1302,183.0,12.48
A002,2026-11-09,1303,182.0,11.97
A002,2026-11-09,1304,183.0,11.57
A002,2026-11-09,1305,183.0,11.88
A002,2026-11-09,1306,182.0,11.69
A002,2026-11-09,1307,184.0,11.72
A002,2026-11-09,1308,179.0,11.35
A002,2026-11-09,1309,181.0,11.03
A002,2026-11-09,1310,182.0,11.22
A002,2026-11-09,1311,180.0,10.38
A002,2026-11-09,1312,185.0,11.87
A002,2026-11-09,1313,182.0,10.59
